annual_inc,application_type,bc_open_to_buy,bc_util,home_ownership,int_rate,loan_amnt,max_bal_bc,percent_bc_gt_75,term,title,total_bc_limit,total_rec_int,total_rev_hi_lim,verification_status,grade_int,emp_length_int
48800,Individual,4444,74.9,MORTGAGE,26.31,20000,8383,33.3, 60 months,Debt consolidation,17700,33.62,30700,Source Verified,3,4
80000,Joint App,7326,78.7,MORTGAGE,27.27,24000,7752,50, 60 months,Other,34400,1013.73,52600,Not Verified,3,5
31000,Joint App,1358,80.3,RENT,25.34,10000,3038,60, 36 months,Debt consolidation,6900,390.2,22200,Verified,3,2
46000,Individual,1767,82.2,RENT,27.27,20000,3954,66.7, 60 months,Credit card refinancing,9900,844.78,15100,Verified,3,5
76770,Individual,349,93,MORTGAGE,25.34,10000,4651,100, 36 months,Debt consolidation,5000,390.2,13800,Source Verified,3,1
69875,Individual,20074,32.9,OWN,26.31,22000,3948,9.1, 60 months,Debt consolidation,29900,703.49,35400,Not Verified,3,2
60000,Individual,6147,54.8,MORTGAGE,27.27,30000,4374,40, 60 months,Debt consolidation,13600,1267.17,29600,Verified,3,
55000,Individual,,,MORTGAGE,26.31,14000,0,, 60 months,Debt consolidation,0,570.45,22400,Verified,3,5
102014,Individual,5999,72.9,MORTGAGE,23.4,19000,5530,75, 36 months,Debt consolidation,22100,321.1,48600,Source Verified,3,5
125000,Individual,3396,70.7,OWN,27.27,14225,2348,66.7, 36 months,Debt consolidation,11600,597.53,27400,Source Verified,3,
27000,Individual,11522,43.2,OWN,27.27,20000,3111,33.3, 60 months,Debt consolidation,20300,515.1,23300,Source Verified,3,
114000,Individual,2713,93,MORTGAGE,27.27,25000,13587,100, 36 months,Debt consolidation,38700,1050.13,65200,Not Verified,3,5
45000,Joint App,1575,98.1,MORTGAGE,25.34,21000,30181,100, 60 months,Debt consolidation,83000,824.03,143000,Verified,3,5
64000,Individual,1537,91.3,MORTGAGE,24.37,15500,7500,75, 36 months,Debt consolidation,17700,581.57,25500,Source Verified,3,1
84200,Individual,8817,38.3,MORTGAGE,23.4,10400,3309,0, 36 months,Debt consolidation,14300,216.32,18400,Verified,3,2
40000,Individual,7998,48.1,OWN,23.4,5000,4834,20, 36 months,Business,15400,180.11,22500,Verified,3,4
21840,Individual,4243,46.3,MORTGAGE,23.4,1500,3657,0, 36 months,Debt consolidation,7900,54.05,15100,Not Verified,3,3
175000,Individual,22745,58.1,MORTGAGE,24.37,30000,9490,42.9, 60 months,Major purchase,54300,1131.98,75500,Source Verified,3,2
27000,Individual,37854,9.9,RENT,23.4,10000,3333,0, 60 months,Home improvement,42000,362.26,45400,Source Verified,3,3
68000,Individual,453,96.9,OWN,24.37,10000,9489,100, 36 months,Car financing,14700,403.32,25200,Not Verified,3,
130000,Individual,220,98.1,RENT,26.31,12000,2003,100, 60 months,Debt consolidation,11300,488.96,11300,Not Verified,3,1
120000,Individual,107,96.7,MORTGAGE,27.27,16000,3093,100, 60 months,Other,3200,675.82,48000,Source Verified,3,5
80000,Joint App,0,101.7,MORTGAGE,23.4,16000,4021,100, 36 months,Credit card refinancing,5300,576.34,9500,Verified,3,5
80000,Individual,9664,79.9,RENT,26.31,25000,11236,71.4, 60 months,Debt consolidation,48100,1018.68,68900,Not Verified,3,
84000,Joint App,17405,58.4,MORTGAGE,23.4,15000,5579,36.4, 36 months,Debt consolidation,41800,540.32,71000,Not Verified,3,5
82500,Individual,24728,45.3,MORTGAGE,26.31,30000,10760,33.3, 60 months,Debt consolidation,45200,1222.41,60900,Source Verified,3,1
145000,Individual,7080,14.7,MORTGAGE,27.27,15000,897,33.3, 60 months,Home improvement,8300,633.58,8300,Not Verified,3,5
39000,Joint App,8419,4.3,MORTGAGE,25.34,28000,381,0, 60 months,Debt consolidation,8800,1098.71,8800,Verified,3,4
49000,Joint App,611,82.5,RENT,26.31,10000,2454,50, 36 months,Debt consolidation,3500,405.21,13700,Source Verified,3,5
102000,Individual,515,98.3,MORTGAGE,23.4,7000,9763,100, 36 months,Debt consolidation,30900,252.15,59900,Source Verified,3,3
55000,Individual,3502,59.7,MORTGAGE,24.37,10000,3140,33.3, 60 months,Other,8700,377.32,11400,Source Verified,3,2
38000,Joint App,15443,9.7,MORTGAGE,27.27,20000,1642,0, 60 months,Debt consolidation,17100,844.78,20300,Verified,3,
41600,Individual,1772,72.7,RENT,23.4,9000,3361,50, 36 months,Debt consolidation,6500,324.19,12500,Source Verified,3,2
58500,Individual,17881,38.3,MORTGAGE,23.4,11000,3652,18.8, 60 months,Debt consolidation,29000,398.49,53300,Source Verified,3,5
70000,Individual,8051,35.6,RENT,27.27,15000,3456,0, 60 months,Credit card refinancing,12500,633.58,13700,Source Verified,3,2
36000,Individual,6341,0.9,RENT,23.4,1000,59,0, 36 months,Other,6400,36.02,6400,Not Verified,3,3
30000,Individual,8,99.9,MORTGAGE,27.27,1000,6992,100, 36 months,Other,7000,42.73,7000,Verified,3,3
80000,Individual,3173,74.4,RENT,25.34,10000,9227,0, 60 months,Medical expenses,12400,392.39,14400,Source Verified,3,1
57550,Joint App,5313,76,RENT,26.31,10000,9425,57.1, 60 months,Debt consolidation,22100,407.47,47200,Source Verified,3,5
66000,Individual,5755,60.6,OWN,23.4,13800,4204,50, 36 months,Debt consolidation,14600,515.03,14900,Not Verified,3,4
42000,Individual,3974,18.9,MORTGAGE,26.31,1000,926,0, 36 months,Other,4900,41.98,7500,Source Verified,3,
65000,Individual,426,90.1,MORTGAGE,23.4,10500,2066,100, 60 months,Debt consolidation,4300,380.37,11700,Source Verified,3,5
46000,Individual,11287,35.9,RENT,27.27,2000,1636,33.3, 36 months,Other,17600,84.01,17600,Source Verified,3,3
120000,Individual,13068,60.8,RENT,23.4,10000,4832,54.5, 36 months,Debt consolidation,33300,373.21,42800,Not Verified,3,5
31000,Individual,,,RENT,27.27,14000,0,, 60 months,Credit card refinancing,0,593.37,14800,Source Verified,3,1
115000,Individual,41768,45.7,RENT,23.4,14000,11272,37.5, 36 months,Credit card refinancing,76900,422.4,83800,Source Verified,3,5
46000,Individual,1276,90.8,MORTGAGE,25.34,16000,4793,100, 60 months,Debt consolidation,13900,627.83,31700,Source Verified,3,5
25000,Individual,2348,78.5,OWN,25.34,13375,2530,66.7, 36 months,Debt consolidation,10900,540.72,26300,Verified,3,5
46500,Individual,4594,52.1,RENT,25.34,12000,2963,40, 60 months,Debt consolidation,9600,470.87,19500,Verified,3,
70000,Individual,5973,75,RENT,23.4,3000,5005,57.1, 36 months,Debt consolidation,23900,111.96,23900,Source Verified,3,1
73000,Individual,31403,47.2,RENT,23.4,25000,11638,12.5, 36 months,Debt consolidation,59500,933.03,63300,Source Verified,3,4
18000,Individual,5458,10.5,MORTGAGE,25.34,1000,352,0, 36 months,Other,6100,40.57,6100,Not Verified,3,5
70000,Individual,705,97.3,MORTGAGE,27.27,17575,8765,87.5, 36 months,Credit card refinancing,26400,764.87,36400,Verified,3,2
75000,Individual,9586,34.3,RENT,23.4,10100,1826,14.3, 36 months,Debt consolidation,14600,376.95,16300,Source Verified,3,2
40000,Individual,10134,48,RENT,23.4,8500,9366,0, 36 months,Car financing,19500,317.23,23000,Not Verified,3,1
48000,Individual,576,4,RENT,23.4,1000,14,0, 36 months,Car financing,600,34.55,600,Source Verified,3,1
41000,Joint App,12759,49.2,MORTGAGE,23.4,22000,5628,28.6, 60 months,Debt consolidation,25100,796.97,35200,Not Verified,3,3
28000,Joint App,528,67,MORTGAGE,23.4,1000,538,0, 36 months,Medical expenses,1600,37.32,2700,Source Verified,3,2
65000,Individual,14416,38.4,RENT,23.4,17800,1984,0, 36 months,Debt consolidation,23400,664.32,30900,Not Verified,3,4
32000,Individual,14565,20.4,RENT,23.4,2000,1702,0, 36 months,Other,18300,74.64,24000,Source Verified,3,2
168000,Individual,8645,84.2,MORTGAGE,23.4,25000,12590,83.3, 36 months,Credit card refinancing,54700,933.03,59000,Not Verified,3,1
17000,Individual,3423,73.3,OWN,27.27,1200,4942,33.3, 36 months,Major purchase,12800,52.22,19900,Source Verified,3,3
20000,Individual,29571,42.6,RENT,23.4,7200,9920,25, 36 months,Debt consolidation,51500,121.68,63500,Verified,3,4
120000,Individual,60124,14.5,OWN,23.4,9200,5252,25, 36 months,Debt consolidation,70300,343.36,88900,Not Verified,3,2
22000,Joint App,1264,76.2,RENT,23.4,10000,2714,50, 36 months,Business,5300,373.21,17900,Verified,3,5
36000,Joint App,19,99.6,RENT,25.34,3000,5181,100, 36 months,Medical expenses,5200,121.29,12700,Verified,3,2
0,Joint App,561,98.5,RENT,23.4,40000,29448,100, 36 months,Debt consolidation,37500,1622.85,41100,Not Verified,3,
25000,Individual,672,77.6,RENT,24.37,3000,1139,66.7, 36 months,Debt consolidation,3000,116.63,5400,Not Verified,3,2
52000,Individual,166,66.8,MORTGAGE,25.34,16000,334,0, 60 months,Debt consolidation,500,627.83,7000,Source Verified,3,3
25000,Individual,677,86.2,RENT,23.4,5000,2784,100, 36 months,Debt consolidation,4900,186.61,5400,Source Verified,3,2
33500,Individual,7021,48,OWN,23.4,5000,4920,0, 36 months,Debt consolidation,13500,91,15200,Not Verified,3,5
119000,Individual,1038,73.4,MORTGAGE,26.31,4800,2101,50, 36 months,Other,3900,201.51,3900,Verified,3,5
53000,Individual,3942,66.6,RENT,26.31,10000,2539,60, 36 months,Other,11800,419.82,13300,Not Verified,3,4
100000,Individual,4168,62.5,RENT,25.34,12200,6932,33.3, 36 months,Debt consolidation,11100,493.23,27300,Source Verified,3,4
35000,Individual,2426,74.5,RENT,23.4,5000,2161,60, 36 months,Debt consolidation,9500,202.86,15100,Verified,3,3
33000,Individual,7576,19.4,OWN,23.4,5800,874,0, 36 months,Home improvement,9400,197.61,10100,Source Verified,3,4
83424,Individual,2545,92,RENT,27.27,15000,6075,80, 36 months,Credit card refinancing,31900,507.79,75200,Source Verified,3,5
16000,Individual,733,86.7,RENT,23.4,1200,2001,100, 36 months,Other,5500,44.79,14100,Not Verified,3,
45000,Individual,300,0,MORTGAGE,27.27,1000,0,0, 36 months,Other,300,43.52,300,Not Verified,3,2
123000,Individual,865,95.1,MORTGAGE,27.27,20000,7729,100, 60 months,Medical expenses,27700,905.14,42100,Not Verified,3,5
37500,Individual,4848,26.5,OWN,25.34,15000,1351,0, 60 months,Home improvement,6600,609.71,10500,Source Verified,3,1
180000,Individual,50239,31.6,MORTGAGE,24.37,10000,11090,22.2, 60 months,Credit card refinancing,73400,390.86,93200,Source Verified,3,5
45000,Individual,565,97,MORTGAGE,27.27,20000,9273,100, 36 months,Debt consolidation,18900,870.41,30600,Source Verified,3,2
32000,Individual,2487,0.5,OWN,26.31,1400,13,0, 36 months,Other,2500,58.77,4200,Source Verified,3,2
60000,Joint App,2792,50.1,MORTGAGE,23.4,10000,1968,33.3, 36 months,Medical expenses,5600,392.71,18700,Not Verified,3,
39600,Joint App,629,87.4,MORTGAGE,25.34,40000,2962,66.7, 36 months,Debt consolidation,5000,1738.01,7500,Source Verified,3,2
109000,Individual,758,81.5,RENT,26.31,28000,2005,40, 60 months,Debt consolidation,4100,695.75,9700,Source Verified,3,
16800,Individual,13421,53.7,RENT,23.4,9500,4810,33.3, 36 months,Debt consolidation,29000,354.55,34800,Not Verified,3,
134294,Individual,8472,48.3,MORTGAGE,27.27,16000,4883,28.6, 60 months,Home improvement,15500,700.06,44000,Source Verified,3,4
80000,Individual,2186,88.8,MORTGAGE,23.4,30000,11987,100, 60 months,Debt consolidation,19500,1125.78,30500,Verified,3,5
80000,Individual,2665,61.9,MORTGAGE,27.27,10000,3757,0, 60 months,Home improvement,7000,437.54,8100,Verified,3,5
70000,Individual,1199,95.6,MORTGAGE,25.34,20000,9920,100, 60 months,Debt consolidation,27400,812.94,36000,Not Verified,3,5
95000,Individual,14830,40.2,MORTGAGE,26.31,28000,4796,40, 60 months,Major purchase,24800,1181.84,30100,Source Verified,3,5
42996,Individual,2760,54,RENT,26.31,25000,2451,50, 60 months,Debt consolidation,6000,1036.95,7300,Source Verified,3,3
215000,Individual,7418,76.9,MORTGAGE,26.31,19200,35423,66.7, 60 months,Debt consolidation,69000,796.37,110000,Source Verified,3,2
36000,Individual,1480,78.2,RENT,25.34,4000,5185,50, 36 months,Vacation,6800,158.89,6800,Not Verified,3,2
156000,Individual,516,96.9,MORTGAGE,23.4,15000,5988,100, 36 months,Debt consolidation,16600,550.07,57900,Source Verified,3,1
88000,Individual,58533,0.8,MORTGAGE,25.34,20000,232,0, 60 months,Home improvement,59000,672.17,75500,Not Verified,3,5
47132,Individual,12331,65.3,MORTGAGE,24.37,23000,9352,60, 60 months,Credit card refinancing,35500,898.99,43100,Not Verified,3,2
70000,Joint App,,,MORTGAGE,23.4,5000,0,, 36 months,Debt consolidation,0,206.11,300,Source Verified,3,1
85000,Individual,19776,39,OWN,27.27,27275,7471,11.1, 60 months,Debt consolidation,32400,743.79,32400,Not Verified,3,5
26000,Individual,64,87.2,RENT,30.79,1000,436,100, 36 months,Other,500,48.3,2500,Not Verified,1,2
42000,Individual,119,98.3,MORTGAGE,24.37,4000,3929,100, 36 months,Vacation,7000,152.79,10800,Not Verified,3,4
75000,Individual,4408,37.9,MORTGAGE,27.27,20000,1888,0, 60 months,Home improvement,7100,859.93,7900,Source Verified,3,5
62000,Individual,20776,50.5,OWN,23.4,25000,7927,57.1, 36 months,Debt consolidation,42000,682.5,60700,Not Verified,3,3
60000,Individual,3168,61.4,RENT,26.31,22800,5032,33.3, 60 months,Debt consolidation,8200,945.69,13900,Source Verified,3,5
58000,Individual,4759,33.9,MORTGAGE,26.31,16400,1535,0, 60 months,Debt consolidation,7200,764.13,11500,Source Verified,3,5
65500,Individual,13415,42.2,MORTGAGE,23.4,7000,2612,25, 36 months,Debt consolidation,23200,261.25,38500,Source Verified,3,5
95000,Individual,0,101.1,OWN,23.4,6000,10417,100, 36 months,Credit card refinancing,10300,220.03,10300,Source Verified,3,2
36000,Individual,1221,87.4,MORTGAGE,23.4,12600,3573,66.7, 36 months,Other,9700,412.92,17500,Not Verified,3,2
125000,Individual,16063,61.7,MORTGAGE,25.34,18050,11002,33.3, 36 months,Credit card refinancing,41900,717.02,41900,Source Verified,3,5
95000,Individual,,,MORTGAGE,27.27,5000,0,, 36 months,Debt consolidation,0,83.33,20200,Not Verified,3,2
120000,Individual,1627,89.8,MORTGAGE,26.31,17000,2737,72.7, 60 months,Debt consolidation,15900,705.12,27900,Source Verified,3,4
63000,Individual,325,75,MORTGAGE,27.27,11575,975,50, 60 months,Debt consolidation,1300,559.34,5700,Source Verified,3,5
58000,Joint App,4865,59.5,RENT,27.27,21000,3499,50, 60 months,Debt consolidation,12000,918.83,22000,Not Verified,3,5
70000,Individual,15816,55.8,RENT,26.31,30000,9691,10, 60 months,Debt consolidation,35800,0,64900,Not Verified,3,2
120000,Individual,11500,0,MORTGAGE,25.34,12000,0,0, 60 months,Debt consolidation,11500,344.67,21500,Source Verified,3,5
11500,Individual,2620,31.1,OWN,23.4,1500,827,0, 36 months,Major purchase,3800,55.01,5600,Not Verified,3,
15000,Joint App,0,101.7,RENT,23.4,12000,7629,100, 36 months,Debt consolidation,7500,369.86,10800,Not Verified,3,
72000,Joint App,2738,80.7,MORTGAGE,25.34,30000,2915,83.3, 36 months,Credit card refinancing,14200,1212.84,19200,Verified,3,2
73000,Individual,3501,61.1,RENT,23.4,12000,2806,33.3, 60 months,Debt consolidation,9000,442.51,19400,Source Verified,3,1
60000,Individual,1176,53,RENT,23.4,2300,929,50, 36 months,Debt consolidation,2500,84.35,2500,Source Verified,3,1
130000,Individual,29614,34.2,RENT,25.34,18000,9812,11.1, 60 months,Debt consolidation,45000,718.98,47500,Source Verified,3,1
72000,Individual,6453,57.8,OWN,23.4,10000,4566,33.3, 36 months,Home improvement,15300,385.83,19900,Source Verified,3,5
61645,Individual,7079,63.1,ANY,23.4,20000,5098,57.1, 36 months,Credit card refinancing,19200,507,51700,Source Verified,3,5
340000,Individual,17033,90,MORTGAGE,25.34,16000,27600,88.9, 60 months,Debt consolidation,153300,639.09,153300,Verified,3,5
150000,Individual,48793,38.1,OWN,25.34,20000,10915,25, 36 months,Home improvement,78800,394.17,89800,Not Verified,3,1
34000,Individual,5250,100,OWN,23.4,5000,6890,100, 36 months,Debt consolidation,10500,119.07,11000,Source Verified,3,
50000,Individual,30377,8.2,RENT,26.31,9500,2082,20, 36 months,Home improvement,34900,0,34900,Source Verified,3,3
92000,Individual,0,100.8,RENT,24.37,1000,7056,100, 36 months,Other,7000,38.2,7300,Verified,3,4
70000,Individual,126,99.6,RENT,25.34,25000,8688,100, 36 months,Credit card refinancing,29400,993.11,43800,Verified,3,4
47500,Individual,1217,67.1,RENT,26.31,6400,1583,33.3, 36 months,Debt consolidation,3700,264.01,3700,Source Verified,3,5
60000,Individual,5433,20.1,MORTGAGE,24.37,3700,1367,0, 36 months,Home buying,6800,141.33,7800,Source Verified,3,1
100000,Individual,9274,15.7,RENT,24.37,6700,1687,25, 36 months,Debt consolidation,11000,255.92,11000,Source Verified,3,3
140000,Individual,16640,35.8,MORTGAGE,27.27,10000,3296,0, 36 months,Major purchase,25900,427.63,64900,Not Verified,3,5
40000,Individual,927,80.3,RENT,23.4,10000,1402,75, 36 months,Debt consolidation,4700,366.71,23200,Source Verified,3,2
219200,Individual,3642,86.8,MORTGAGE,23.4,3500,9876,83.3, 36 months,Home improvement,27500,79.63,28000,Source Verified,3,5
37000,Individual,,,RENT,27.27,29025,0,, 60 months,Debt consolidation,0,1269.96,13700,Not Verified,3,1
29848,Individual,636,87,RENT,25.34,5600,1795,75, 36 months,Debt consolidation,4900,222.45,10000,Source Verified,3,5
58000,Individual,7524,57.3,RENT,25.34,30000,5738,0, 60 months,Debt consolidation,17600,1198.31,30300,Source Verified,3,1
65000,Individual,1863,101,RENT,26.31,14400,3163,100, 60 months,Debt consolidation,7450,597.28,37850,Source Verified,3,5
49000,Individual,2412,90.7,OWN,27.27,20000,15652,100, 60 months,Debt consolidation,25800,859.93,33300,Source Verified,3,5
125000,Individual,14491,68.5,OWN,23.4,13575,10849,50, 36 months,Debt consolidation,46000,497.81,65900,Not Verified,3,5
80000,Individual,13911,15.7,MORTGAGE,23.4,12000,1542,33.3, 60 months,Debt consolidation,16500,442.51,20400,Source Verified,3,5
120000,Individual,36221,25.8,MORTGAGE,23.4,20800,7305,0, 36 months,Business,48800,749.24,59400,Not Verified,3,4
131805,Individual,113,97.9,MORTGAGE,23.4,5500,2979,100, 36 months,Other,5500,96.53,5500,Verified,3,1
78000,Individual,2750,100,MORTGAGE,25.34,25000,7378,100, 60 months,Debt consolidation,16500,997.44,29140,Not Verified,3,4
51000,Individual,1301,48,RENT,23.4,4500,1199,50, 36 months,Debt consolidation,2500,165.02,5000,Not Verified,3,4
84000,Individual,6595,61.9,MORTGAGE,23.4,10000,4546,42.9, 36 months,Major purchase,17300,366.71,22300,Verified,3,5
51000,Individual,16003,15.3,MORTGAGE,23.4,8300,2485,0, 36 months,Debt consolidation,18900,304.38,32400,Not Verified,3,2
67000,Individual,5019,75,MORTGAGE,24.37,20000,8552,50, 36 months,Debt consolidation,40150,763.95,40150,Verified,3,
28000,Individual,881,94.1,RENT,24.37,1500,7117,100, 36 months,Other,15000,12.18,15000,Not Verified,3,1
22000,Individual,2394,60.1,RENT,23.4,5000,2595,50, 36 months,Other,6000,183.36,8000,Not Verified,3,5
30000,Individual,11286,6,RENT,23.4,4000,712,0, 36 months,Debt consolidation,12000,91,12000,Verified,3,3
245000,Individual,1965,64.3,MORTGAGE,23.4,11200,1424,50, 36 months,Home buying,5500,410.72,12300,Source Verified,3,1
140000,Individual,10591,37.3,MORTGAGE,23.4,8700,1718,0, 36 months,Home improvement,16900,319.05,19200,Source Verified,3,5
50000,Individual,3296,10.9,RENT,23.4,1000,404,0, 36 months,Debt consolidation,3700,36.67,19100,Source Verified,3,2
95880,Individual,2576,79.9,MORTGAGE,23.4,7500,4893,100, 36 months,Credit card refinancing,12800,275.04,29900,Source Verified,3,5
91000,Individual,2287,45.5,RENT,27.27,13000,1295,0, 60 months,Home buying,4200,558.95,11300,Verified,3,1
109000,Individual,3588,96,RENT,24.37,30000,7512,100, 36 months,Debt consolidation,28700,1145.93,37000,Verified,3,5
18912,Individual,1300,92.4,RENT,25.34,4000,9739,100, 36 months,Other,17000,76.02,17000,Verified,3,
92000,Individual,42825,27.2,RENT,27.27,12000,10851,25, 36 months,Other,58800,513.15,66800,Source Verified,3,1
35000,Joint App,4498,71.4,MORTGAGE,23.4,20000,4331,50, 36 months,Home improvement,15700,733.43,19400,Source Verified,3,2
74790,Individual,1294,74.1,OWN,25.34,30000,2060,33.3, 60 months,Debt consolidation,5000,1198.31,10500,Source Verified,3,5
